[asn.txt]                                        2017-02-24 02:05:05Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates
on this information please contact the ARIN Registration Services Hostmaster
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 62963                   SUPERIORGROUP                                      MSH265-ARIN (Abuse), MSH265-ARIN (Admin), MSH265-ARIN (Tech)
 62964                   WFT                                                SKELT8-ARIN (NOC), HOLLA132-ARIN (Tech), SKELT8-ARIN (Abuse), SKELT8-ARIN (Tech), SKELT8-ARIN (Admin)
 62965                   SAFECU-AS                                          BUZAR-ARIN (Abuse), BUZAR-ARIN (Tech), BUZAR-ARIN (Admin)
 62966                   AS-BRIGHTEDGE-COM                                  WINTU2-ARIN (NOC), WINTU2-ARIN (Abuse), WINTU2-ARIN (Tech), WINTU2-ARIN (Admin)
 62967                   BWC-AS                                             BRABA-ARIN (NOC), BRABA-ARIN (Admin), BRABA-ARIN (Abuse), BRABA-ARIN (Tech)
 62968                   AS-CMC                                             IPADM656-ARIN (Admin), ABUSE3741-ARIN (Abuse), IPADM656-ARIN (Tech)
 62969                   ABCCOMM                                            ABUSE4979-ARIN (Abuse), CRA46-ARIN (Admin), JSI20-ARIN (Tech)
 62970                   ITS-ASN                                            CWH100-ARIN (NOC), CWH100-ARIN (Tech), CWH100-ARIN (Abuse), CWH100-ARIN (Admin)
 62971                   COUNTY-OF-CHESTERFIELD-VA                          DFT1-ARIN (Abuse), PONDM-ARIN (NOC), KCR67-ARIN (Tech), TJS67-ARIN (Abuse), CHAMB142-ARIN (NOC), DFT1-ARIN (NOC), TJS67-ARIN (Tech), PONDM-ARIN (Tech), CHAMB142-ARIN (Abuse), PONDM-ARIN (Abuse), PONDM-ARIN (Admin), TJS67-ARIN (NOC), CHAMB142-ARIN (Tech), DFT1-ARIN (Tech)
 62972                   AMSIX-USA-RS-1                                     AMSIX1-ARIN (NOC), AMSIX1-ARIN (Admin), AMSIX1-ARIN (Abuse), BAKKE1-ARIN (Tech), AMSIX1-ARIN (Tech)
 62973                   CATAWBAVALLEYMC                                    DIPPE2-ARIN (Tech), MCNEI12-ARIN (Abuse), MCNEI12-ARIN (Admin)
 62974                   OOCL-SLC                                           CHANS1-ARIN (NOC), CHANS1-ARIN (Tech), CHANS1-ARIN (Admin), CHANS1-ARIN (Abuse)
 62975                   AVA2                                               NOC13267-ARIN (Abuse), SCH42-ARIN (Abuse), SCH42-ARIN (Admin), SCH42-ARIN (Tech), NOC13267-ARIN (NOC)
 62976                   CAMPLINK                                           MAB72-ARIN (Abuse), MAB72-ARIN (Tech), MAB72-ARIN (NOC), MAB72-ARIN (Admin)
 62977                   PAPEGROUP                                          ROSEN61-ARIN (Tech), ROSEN61-ARIN (NOC), ROSEN61-ARIN (Abuse), ROSEN61-ARIN (Admin)
 62978                   REDDYICE                                           LESTE9-ARIN (NOC), LESTE9-ARIN (Admin), LESTE9-ARIN (Abuse), LESTE9-ARIN (Tech)
 62979                   IIX-GAIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 62980                   IIX-SJIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 62981                   AMSIX-USA-1                                        AMSIX1-ARIN (NOC), AMSIX1-ARIN (Admin), AMSIX1-ARIN (Abuse), BAKKE1-ARIN (Tech), AMSIX1-ARIN (Tech)
 62982                   MWH-AS-01                                          ZM108-ARIN (Tech), ZM108-ARIN (Abuse), ZM108-ARIN (Admin)
 62983                   AS-MPA                                             JK369-ARIN (Tech), JK369-ARIN (Admin), JK369-ARIN (Abuse)
 62984                   WCCC                                               JGSI-ARIN (Tech), SRJ11-ARIN (Tech), SRJ11-ARIN (NOC), SRJ11-ARIN (Abuse), SRJ11-ARIN (Admin)
 62985                   PACKETFABRIC-AS62985                               RICHA338-ARIN (Admin), NOC32469-ARIN (Tech), NOC32469-ARIN (NOC), ABUSE5306-ARIN (Abuse)
 62986                   EDWEEK                                             RHM10-ARIN (NOC), RHM10-ARIN (Admin), RHM10-ARIN (Abuse), RHM10-ARIN (Tech)
 62987                   VITAL-NETWORK-SERVICES                             BUCHI-ARIN (Tech), JOHNS640-ARIN (Abuse), JOHNS640-ARIN (Admin), MCNEI15-ARIN (Abuse), BUCHI-ARIN (Abuse), MCNEI15-ARIN (Tech), BUCHI-ARIN (NOC), JOHNS640-ARIN (NOC)
 62988                   ARTCENTERCAMPUSES                                  ZA160-ARIN (Admin), ZA160-ARIN (Tech), ZA160-ARIN (Abuse)
 62989                   IUP                                                PG126-ARIN (Tech), JMG112-ARIN (Abuse), JMG112-ARIN (Tech), PG126-ARIN (Abuse), PG126-ARIN (Admin)
 62990                   STCHARLESHEALTHSYSTEM                              KGO77-ARIN (Tech), KGO77-ARIN (NOC), KGO77-ARIN (Admin), KGO77-ARIN (Abuse)
 62991                   CVCH-AS                                            KCA48-ARIN (Tech), KCA48-ARIN (Abuse), SHERW19-ARIN (Tech), KCA48-ARIN (Admin)
 62992                   MBS-TEXTBOOK-EXCHANGE-INC                          JOHNS2287-ARIN (Tech), JOHNS2287-ARIN (NOC), JOHNS2287-ARIN (Admin), JOHNS2287-ARIN (Abuse)
 62993                   CATCHENG                                           GEORG56-ARIN (NOC), GEORG56-ARIN (Admin), GEORG56-ARIN (Abuse), GEORG56-ARIN (Tech)
 62994                   LITECLOUD                                          KESSL7-ARIN (Tech), KESSL7-ARIN (Admin), KESSL7-ARIN (Abuse)
 62995                   NID-US-CT                                          BRADL22-ARIN (Tech), ABUSE2938-ARIN (Abuse), BGPAD5-ARIN (Tech), CURTI55-ARIN (Admin)
 62996                   TAJBOS                                             BOSSY-ARIN (NOC), BOSSY-ARIN (Tech), BOSSY-ARIN (Admin), BOSSY-ARIN (Abuse)
 62997                   CALIF-2525                                         TNG47-ARIN (Admin), TNG47-ARIN (Abuse), TNG47-ARIN (Tech)
 62998                   WEATHERLY-CLOUD                                    CEO10-ARIN (Admin), ABUSE3991-ARIN (Abuse), TECHN1252-ARIN (Tech), NOC13452-ARIN (NOC)
 62999                   RIVERMEADOW                                        CULVE5-ARIN (Abuse), CULVE4-ARIN (Tech), CULVE3-ARIN (Admin)
 63000                   WESTBROOK-FLORIDA                                  CHE84-ARIN (Abuse), GAVRI2-ARIN (Tech), CHE84-ARIN (Admin)
 63001                   CLOUD-DYNAMICS                                     KARTH3-ARIN (Abuse), ATHWA-ARIN (Tech), KARTH3-ARIN (Admin), KARTH3-ARIN (Tech), KARTH3-ARIN (NOC)
 63002                   ENNEADNYHQ                                         LAUSO4-ARIN (Admin), LAUSO4-ARIN (Abuse), LAUSO4-ARIN (Tech)
 63003                   INFRA-SOLUTIONS                                    LAJOI2-ARIN (Admin), NOC18037-ARIN (NOC), ABUSE4103-ARIN (Abuse), TECH831-ARIN (Tech)
 63004                   INFOSAT                                            TOSHP-ARIN (Admin), TOSHP-ARIN (Tech), TOSHP-ARIN (Abuse), TOSHP-ARIN (NOC)
 63005                   NEXQLOUD                                           ADMIN5149-ARIN (Admin), SUPPO1451-ARIN (Tech), NOC31775-ARIN (NOC), ABUSE4650-ARIN (Abuse)
 63006                   TRUHEARINGWJ                                       BASSE7-ARIN (Tech), BASSE7-ARIN (Abuse), BASSE7-ARIN (Admin)
 63007                   OPSYS-GROUP                                        AOL3-ARIN (Abuse), AOL3-ARIN (Tech), AOL3-ARIN (NOC), AOL3-ARIN (Admin)
 63008                   CONTINA                                            LIEBE17-ARIN (Admin), DCO406-ARIN (Abuse), DCO406-ARIN (Tech)
 63009                   FIBERCAST                                          CAVGE-ARIN (NOC), CAVGE-ARIN (Tech), CAVGE-ARIN (Abuse), NAD99-ARIN (Abuse), CAVGE-ARIN (Admin)
 63010                   CITY-OF-LAGRANGE-GEORGA                            CADEN-ARIN (Tech), CADEN-ARIN (NOC), CADEN-ARIN (Abuse), OOSTI-ARIN (Admin)
 63011                   RCG-ASN                                            RID2-ARIN (Abuse), RID2-ARIN (Tech), RID2-ARIN (NOC), RID2-ARIN (Admin)
 63012                   EBRSO                                              BLANC94-ARIN (NOC), BLANC94-ARIN (Abuse), BLANC94-ARIN (Admin), BLANC94-ARIN (Tech)
 63013                   CYBER-INNOVATION-LABS                              DJP56-ARIN (Abuse), DJP56-ARIN (Admin), DJP56-ARIN (NOC), DJP56-ARIN (Tech)
 63014                   MPEA-MCCORMICK-PLACE                               TSM200-ARIN (Tech), TSM200-ARIN (NOC), TSM200-ARIN (Abuse), TSM200-ARIN (Admin)
 63015                   DALLAS-DATACENTER                                  NOC11002-ARIN (Tech), NOC11002-ARIN (Admin), NOC11002-ARIN (Abuse)
 63016                   RENOWN-HEALTH-RENO-NV                              BAINJ-ARIN (Tech), JFO146-ARIN (Tech), JFO146-ARIN (Admin), JFO146-ARIN (Abuse)
 63017                   GDES                                               NETWO6260-ARIN (Tech), NETWO6260-ARIN (Admin), NSAC1-ARIN (NOC), NSAC1-ARIN (Abuse)
 63018                   USDEDICATED                                        HICKS100-ARIN (Admin), ABUSE5262-ARIN (Abuse), HICKS100-ARIN (Tech), HICKS100-ARIN (NOC)
 63019                   PAROLINK                                           TSI21-ARIN (Admin), TSI21-ARIN (Tech), TSI21-ARIN (Abuse)
 63020                   WIVALLEY                                           FOUCH-ARIN (Admin), NOC12194-ARIN (NOC), NOC12194-ARIN (Tech), NOC12194-ARIN (Abuse)
 63021                   PRINCETONNJ                                        SKLAR3-ARIN (Tech), MCQUE5-ARIN (Tech), MCQUE5-ARIN (Admin), MCQUE5-ARIN (Abuse), SKLAR3-ARIN (NOC), MCQUE5-ARIN (NOC), SKLAR3-ARIN (Abuse)
 63022                   IIX-SCIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 63023                   AS-ATBOSSOFTWARE                                   DSD12-ARIN (Admin), DSD12-ARIN (Tech), DSD12-ARIN (Abuse)
 63024                   IIX-WAIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 63025                   MPML                                               RNOC-ARIN (Abuse), RNOC-ARIN (Tech), RNOC-ARIN (Admin)
 63026                   DP-ASN                                             CARSP-ARIN (Abuse), CARSP-ARIN (Tech), BADDI3-ARIN (Tech), CARSP-ARIN (NOC), CARSP-ARIN (Admin)
 63027                   LANICOM-NET                                        BOONE21-ARIN (NOC), BOONE21-ARIN (Abuse), BOONE21-ARIN (Tech), BOONE21-ARIN (Admin)
 63028                   NWAX                                               ROSEN69-ARIN (Tech), ROSEN69-ARIN (Admin), NWAXN-ARIN (Abuse), ROSEN69-ARIN (NOC), ROSEN69-ARIN (Abuse), NWAXN-ARIN (Tech), NWAXN-ARIN (NOC)
 63029                   PAYSCALE-WEB                                       LYNCH125-ARIN (Abuse), LYNCH125-ARIN (NOC), LYNCH125-ARIN (Admin), LYNCH125-ARIN (Tech)
 63030                   AS-INFINIWIZ                                       NETWO6539-ARIN (Abuse), NETWO6539-ARIN (NOC), NETWO6539-ARIN (Admin), NETWO6539-ARIN (Tech)
 63031                   WEBBYENTERPRISES                                   NOC13019-ARIN (Abuse), NOC13019-ARIN (Admin), NOC13019-ARIN (Tech), NOC13019-ARIN (NOC)
 63032                   DICOMGRID                                          OSTRO3-ARIN (Admin), OPS11-ARIN (Abuse), OPS12-ARIN (Tech)
 63034                   DNA-NYC                                            NIPPE-ARIN (Admin), DNAAHD-ARIN (Abuse), DNAT-ARIN (Tech), DNAN-ARIN (NOC), NIPPE-ARIN (Abuse), NIPPE-ARIN (Tech)
 63035                   TISCAN-AS1                                         MOROZ6-ARIN (NOC), MOROZ6-ARIN (Admin), MOROZ6-ARIN (Abuse), MOROZ6-ARIN (Tech)
 63036                   COPPELL-ADMIN                                      WELCH43-ARIN (NOC), WELCH43-ARIN (Admin), WELCH43-ARIN (Abuse), WELCH43-ARIN (Tech)
 63037                   AUDEO1                                             NETWO6569-ARIN (NOC), NETWO6569-ARIN (Abuse), NETWO6569-ARIN (Tech), JBA204-ARIN (Admin)
 63038                   DELIBRARY                                          DDLAD-ARIN (NOC), DDLAD-ARIN (Tech), DDLAD-ARIN (Admin), DDLAD-ARIN (Abuse)
 63039                   USMOASN                                            TOC24-ARIN (NOC), TOC24-ARIN (Admin), TOC24-ARIN (Abuse), TOC24-ARIN (Tech), JPA235-ARIN (Tech)
 63040                   HOSTZORS                                           HOLGU3-ARIN (Abuse), HOLGU3-ARIN (Tech), HOLGU3-ARIN (Admin)
 63041                   IIX-SFIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 63042                   IIX-NNIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 63043                   ZDDOS01                                            LICOL-ARIN (Abuse), LICOL-ARIN (Admin), LICOL-ARIN (Tech), LICOL-ARIN (NOC)
 63044                   CMC                                                SIAZO-ARIN (NOC), SIAZO-ARIN (Admin), JH442-ARIN (Tech), JH442-ARIN (Abuse)
 63045                   TERADATACLOUDLASVEGAS                              JRG17-ARIN (Tech), ROSST4-ARIN (Tech), JRG17-ARIN (Abuse), LMJ17-ARIN (Tech), TKT4-ARIN (Tech), JRG17-ARIN (Admin)
 63046                   VTEXT-CORP-COLO1                                   MATHA2-ARIN (Abuse), MATHA2-ARIN (Tech), MATHA2-ARIN (Admin)
 63048                   CCRST-ASN                                          ALBRI13-ARIN (Admin), ALBRI13-ARIN (Tech), ALBRI13-ARIN (Abuse)
 63049                   FFS-CORP-ASN                                       JBD31-ARIN (Abuse), JBD31-ARIN (Tech), JBD31-ARIN (Admin)
 63050                   MII-DOMAIN                                         GASTO6-ARIN (Tech), GASTO6-ARIN (Abuse), GASTO6-ARIN (Admin), GASTO6-ARIN (NOC)
 63051                   ALPHA-M                                            EVTIK-ARIN (Admin), ATA86-ARIN (Abuse), EVTIK-ARIN (Tech)
 63052                   AS-CBBC                                            WAKER-ARIN (NOC), WAKER-ARIN (Abuse), WAKER-ARIN (Tech), CBBCP-ARIN (Admin)
 63053                   IIX-AZIIX-RS                                       NOC11942-ARIN (Admin), SUTTE12-ARIN (Tech), NOC11942-ARIN (Tech), NOC11942-ARIN (Abuse), NOC11942-ARIN (NOC)
 63054                   ONDECK-COLO-P5                                     ITSUP51-ARIN (Tech), ITSUP51-ARIN (Abuse), ITSUP51-ARIN (Admin)
 63055                   SFMIX-RS                                           MPE54-ARIN (Admin), STRA-ARIN (Abuse), TP47-ARIN (Tech), STRA-ARIN (Tech)
 63056                   HOOPESTON-AREA-SCHOOLS                             BETKA-ARIN (NOC), JFE136-ARIN (Admin), JFE136-ARIN (NOC), JFE136-ARIN (Tech), JFE136-ARIN (Abuse), BETKA-ARIN (Abuse), BETKA-ARIN (Tech)
 63057                   AXINN                                              DRG49-ARIN (Abuse), DRG49-ARIN (Tech), DRG49-ARIN (Admin), DRG49-ARIN (NOC)
 63058                   ACTIANCE                                           NETWO6533-ARIN (Abuse), NETWO6533-ARIN (Admin), NETWO6533-ARIN (Tech), NETWO6533-ARIN (NOC)
 63059                   CISCO-AS-CSS                                       GREGO111-ARIN (Abuse), GREGO111-ARIN (Tech), GREGO111-ARIN (NOC), GREGO111-ARIN (Admin)
 63060                   ALTIUS-IN-AS                                       ABUSE4761-ARIN (Abuse), NETWO7028-ARIN (NOC), ARO128-ARIN (Admin), NETWO7028-ARIN (Tech)
 63061                   CARLSONWAGONLITTRAVEL                              BARGH4-ARIN (Tech), BARGH4-ARIN (Abuse), BARGH4-ARIN (NOC), BARGH4-ARIN (Admin)
 63062                   HUGHESNET-CDN                                      NSM5-ARIN (Abuse), EG264-ARIN (Admin), NSM5-ARIN (Tech)
 63063                   APSALAR                                            JM650-ARIN (Tech), JM650-ARIN (NOC), JM650-ARIN (Abuse), JM650-ARIN (Admin)
 63065                   AS-ECMPUB                                          GUSTA10-ARIN (Tech), GUSTA10-ARIN (Abuse), GUSTA10-ARIN (NOC), GUSTA10-ARIN (Admin)
 63066                   ATHOME-GR                                          LUNGO1-ARIN (Admin), PATEL362-ARIN (Tech), ABUSE4022-ARIN (Abuse)
 63067                   NJ-CNB-DC03                                        KG236-ARIN (Admin), KG236-ARIN (Abuse), KG236-ARIN (Tech)
 63068                   CROCWEB                                            NOC31898-ARIN (Tech), NOC31898-ARIN (Admin), NOC31898-ARIN (Abuse)
 63069                   SURELINE                                           JLR58-ARIN (NOC), JLR58-ARIN (Abuse), JLR58-ARIN (Tech), JLR58-ARIN (Admin)
 63070                   UOVO-ART                                           CR188-ARIN (Admin), CR188-ARIN (Tech), CR188-ARIN (NOC), CR188-ARIN (Abuse)
 63071                   STAFFORDCOUNTYPUBLICSCHOOLS                        BHM4-ARIN (Admin), CAMPE6-ARIN (NOC), BHM4-ARIN (Abuse), BHM4-ARIN (Tech)
 63072                   CPQ                                                SLEVE-ARIN (NOC), SLEVE-ARIN (Tech), SLEVE-ARIN (Abuse), SLEVE-ARIN (Admin)
 63073                   UT-MAIN                                            POTTE36-ARIN (Admin), RAB1274-ARIN (Tech), POTTE36-ARIN (Tech), POTTE36-ARIN (NOC), POTTE36-ARIN (Abuse)
 63074                   EDGEDIRECTOR                                       NETWO4851-ARIN (Admin), NETWO4851-ARIN (Tech), NETWO4851-ARIN (Abuse)
 63075                   OHCBGPNET                                          TSM203-ARIN (Admin), TSM203-ARIN (NOC), TSM203-ARIN (Abuse), TSM203-ARIN (Tech)
